product_title,variant_sku,net_quantity,gross_sales,discounts,returns,net_sales,taxes,total_sales
SUSSY,3594-PEPPA-C30-27,1,19200.000,0.000,-9600.000,9600.000,0.000,9600.000
Tropica,63058-ORANGE,1,24000.000,0.000,0.000,24000.000,0.000,24000.000
QT,7163-SLV/BLUE-C3,1,13900.000,-6100.000,0.000,7800.000,0.000,7800.000
SENSATION POLARIZED,7053P-RED/RED-C6,1,13900.000,0.000,0.000,13900.000,0.000,13900.000
XLVL,AC152-BLK/BLK C5,1,29000.000,-19400.000,0.000,9600.000,0.000,9600.000
CLASSIC,TR11-C5,1,17800.000,-17800.000,0.000,0.000,0.000,0.000
SHINE,7174-SLV/BRNBL C4,1,9600.000,-9600.000,0.000,0.000,0.000,0.000
UNIQUE,TR03-C2,1,13900.000,-6100.000,0.000,7800.000,0.000,7800.000
BORA BORA adora,AP1613-BLK/RED C3,1,13900.000,0.000,0.000,13900.000,0.000,13900.000
MAN 8029,8029-BLK/FD-C4,1,17800.000,-17800.000,0.000,0.000,0.000,0.000
DELTAPLANE POLARIZED,AP135-BLUE/BLK-C4-31,1,19200.000,0.000,-9600.000,9600.000,0.000,9600.000
Man 08184,08184-BLK/GRN-C9-34,1,17800.000,0.000,0.000,17800.000,0.000,17800.000
PHANTOM старые adora,2218-BLK/SLVFD-C4-62,1,9600.000,0.000,0.000,9600.000,0.000,9600.000
SADMAN,2008-GOLD/BLK,1,9600.000,0.000,0.000,9600.000,0.000,9600.000
Man 08184,08184-SLV-C3-33,1,17800.000,-17800.000,0.000,0.000,0.000,0.000
UNIQUE,TR03-C5,1,13900.000,-6100.000,0.000,7800.000,0.000,7800.000
IBIZA hideit,1601-BLK/BLUE C3,1,9600.000,0.000,0.000,9600.000,0.000,9600.000
IVY,3677-BEIGE-C17-28,1,19200.000,0.000,-9600.000,9600.000,0.000,9600.000
SELFIE POLARIZED,P1680-BRN/BRN C2,1,24000.000,-16200.000,0.000,7800.000,0.000,7800.000
POWERFUL,TR02-C4,0,13900.000,-6100.000,-7800.000,0.000,0.000,0.000
